Org Name,CN,Cert
"SIP.US LLC","SHAKEN 738J","https://certificates.clearip.com/fa6a5cd3-a6c2-4c98-9995-b87249365948/dd20f05f87b1e41476f21582bbafe1f3.pem"
"SIP.US LLC","SHAKEN 738J","https://certificates.clearip.com/fa6a5cd3-a6c2-4c98-9995-b87249365948/dd69f8b0f921c4d696f21347eb58d15c.pem"
"SIP.US LLC","SHAKEN 738J","https://certificates.clearip.com/fa6a5cd3-a6c2-4c98-9995-b87249365948/e0dedb2765999d2c94a66e2e0aa83654.pem"
"SIP.US LLC","SHAKEN 738J","https://certificates.clearip.com/fa6a5cd3-a6c2-4c98-9995-b87249365948/ee599abccf11f854c5a0e3d158066150.pem"
"SIP.US LLC","SHAKEN 738J","https://certificates.clearip.com/fa6a5cd3-a6c2-4c98-9995-b87249365948/f58d1f2e2184ea623953eb150bdfb0f0.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/028fea0e03c28db631b53e6ebffddbe2.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/25cdaea7fd01687e813b32406861e194.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/265a58b0095a22a7943fc50a4e8872e0.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/2c27a9df6fc78d2ebfe2c2bbc3a20cf5.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/838267c36c41823bbb5803612f2f6a89.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/84fe0748a821dcf84146b4d0f7d21e7d.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/86c6a13e2ea9c75ff17b54c23e9eb500.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/8d441cef05e6170d4940b6d981201778.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/9b1e8e2332070beb54c03806051637d4.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/9c0c31ac7c17c03439a63065c55862aa.pem"
"TransNexus, Inc.","SHAKEN 518J","https://certificates.clearip.com/transnexus/cbbeb09e0839014ad3040bcf0e19c274.pem"
